Tweet	lang
karachi humara hai kisi ke baap ki jaagir nahi hai i m not pointing on anp im poitng evryone jo rooth kar nikalt	Mixed
khan saab aap ka agression kaam aa gaya ik nation ko bachany ke liye	Mixed
hahahahahha yar kaise chawal ho tum local kp choro internationally imran khan kee value dekh lo or haar k randi ro	Mixed
wifaqi kabina ka ijlas mqm money laundring pia k ceo ki taqurari national bank k naye saddar ki taniati ainda hokumat pr chohrny ka faisla	Roman Urdu
khsaad rafique jo halqay khulwaana hai khulwaa lo lekin ik baaat hai us akele banday ne tum sab haraam khooroon ki khoool di	Roman Urdu
udarofficial khawajamasif lakh de lanat khawajay jeet inshallah pti ki hogi	Roman Urdu
still think aik zardari sab pai bhari pti	Mixed
mjpti nai wo sath lay ka aya tha wo jata ha ik kanjoos ha	Roman Urdu
electionresults2018 baby bhutto ko layari walo ne mustard kardiya	Mixed
pti nay assi harami larkyoon kay zaryay quom ko tharki banaya aur pti mai youthia sey choothia banaya	Roman Urdu
pti ko yahoodi mubark ho	Roman Urdu
kisy ko hatana hai tou dr nouman nia ko hataou bhai	Roman Urdu
qurat ka apna vote hai wo shafqat unar ki wife hai halima ko pti ka vote mila pti ka larkana me itna vote nhi hai jo jeet sakhe	Mixed
mera yeh ata h pti mein but achi bat jo mulk k liye hai hum us k sath hain	Roman Urdu
conservative logo nay pti ko vote dena bhe ho tu iski shakal daikh k kehty hain iss mirasi nu nai dena	Mixed
khan ko na shah mahmood na jahanger tareen ke zarorat hy hum karkun hy khan ky hum us ky sath hy	Roman Urdu
mqmpakistan 2 august ko election commission k bahar dharna day gi khalid maqbool siddiqui faisal wadav subah islamabad rawana honge	Mixed
imrankhanpti assalamualaikum yeh imtiaz q purana pakistan mai muft taleem honi chahiy	Roman Urdu
khanaimun jiya37065667 mohammadjawada2 rehamkhan1 itne croptoin kahi nahi dekhi jitne pti me	Roman Urdu
electionresults2018 usmsn dar ka kya bna hai jee any update	Mixed
dabbey mein dabba dabbey mein cake pmln ho gaya clean bold	Mixed
nausheenyusuf madam app tension mat lo abhi ik zani ke abbu zinda hain	Mixed
pti in punjab too	English
asmahbarjees punjab k azaad umeedwaaro ka kiya bunna kisi ne pmln join ki ya punjaab hath se nikall gaya	Roman Urdu
mariamsmadness hahaha sis koi bat nae im with u amp ik	Mixed
ab inshahallah hamare wazir e azam ki videos bhi dosre mumalik k loog share kia karengay or rashk kia karenge	Mixed
yasiraslamk aaliaaaliya waheedkhan after such a article may pti rethinks hope they will stay calm mak asif	English
ptisindhoffice imrankhanpti captan humen fakhar hai aap pe aur is ko hamesha qaim rakhna bahut achi baaten ki ha	Roman Urdu
rehamkhan1 bgherat aurat tujhe teri abhi tak aukaat ka pata nai chl saka kuttay ki shakal bna k bethi hui thi pt	Roman Urdu
khsaad rafique jistarah kp ma pti ko 2013 ma mauqa mila aur 2018 ma kp ko spni performance se clean sweep kia isi tarah poray pakistan main hoga	Mixed
winterfun33 agent ka pta ni but us lanti k views thy k wo ik ko support krta h pak k andar	Mixed
na 5 pti 66000 mma 58000 logo ko bewaqo bna na chor do	Roman Urdu
pakprimenews ansaraabbasi pay back to karay ga ik unhon ne ik k liye itna kiya to kia ik kuch na karay	Mixed
amsapana kal jo mille wo raahon mein toh main usse rok loon uske dill mei kya hai chupa ik baar main puch loon par ab waha rehti nahi	Roman Urdu
thenomisays janu abhi ap shadi kr sakte ho ik pm ban raha hai	Roman Urdu
arysabirshakir aur jb ik ye bat khta tha ke sirf 4 halkay khol do tb aap logon ke kan par joon nahi reengti thi	Roman Urdu
raoo512 sabse young kon si hai ik	Mixed
karachi ki awam ne sabit krdia ke wo aman chahti hai mqm nh	Roman Urdu
electionpakistan2018 naya pakistan gaya pakistan	Mixed
yeh kia bakwas hai yr pti k seats kam honi ka khadsha hai	Mixed
insaniyat ka intezam look what he s sayinggg imrankhan electionpakistan2018	Mixed
bhai meine jobless hi kaha hai waise agar ksi ko job chahiye pmln mei se tou contact ker sakta hai bhhht jobs hein ab	Mixed
hamidmirpak imrankhanpti teri q jal rahi nhe kry ga ik tjjy kuch us na zati siyasat nhe krny ka ailan kr rakha ha	Roman Urdu
alisalmanalvi siasatpk yaar kya baat karte ho woh jkt ka banda tha and will definitely join pti	Mixed
nai bhai is munafiq admi ko apni auqat main rkhna chaiey ye akhri dino main bht bola ik k khilaf	Roman Urdu
sokaniwaal pukhtoogle ka taso lar ao bar yo afghan wai nu hga lar ao bar yo afganistan na yadai hga qomiyat yadai	Mixed
my mother supports pti she woke me up today saying utho dhandli walo ban gaya hai naya pakistan	Mixed
razarumi es ko chupany k lye hy yea news imf ki zarorat nhn thi ik ne corruption k lye dobara shuru kia jis waja sy dosri taraf yea show kia ja raha hy k ik dont need money be young pakistanio	Mixed
kasor to pti ka hai	Roman Urdu
hussnainjav3d bane1x phr bata raha hun abi ik pm ni bna	Mixed
sakhtarmengal imrankhanpti jam kamal inshallah cancer hospital tu foran announced krna chaya mujay kushi ho gi ap pti k sath aya ga	Mixed
es elastion ma daley hovi ha hum pmln es elastion ko nhi manata or doctor shezara mansub ali khan ko bamani sa hara ga a	Roman Urdu
remember he was pm when he said in a jalsa aap ney dekha wehan pti k jalsa main maayen behnain kya ker rehi thin	Roman Urdu
pti ki adhi twitter cabinet mentions me agayi hai rolay daalne	Mixed
iamhamzaabbasi itni apki pics hain ik k sath but jo nae achi wahi dp lga li plzzz change i know nae mano gy ap b	Mixed
shazbkhanzdageo tum tu sasti ratings kay liyai pti kay khilaf kisi had tak bhi janay kay liyai tayar ho	Mixed
zaynabbunagi na bibi ka na bhai ka karachi pti ka	Roman Urdu
amshahidlatif abhi toh samaj jana chaye pmln ppp etc ki emandari se pahli bar pti ny win kia maza aa gia pti zindabad	Roman Urdu
hr hr jga se pmln ka lgaya bnda htaya jaye ga zati annad rkhta hy imran shareef family se jaddi pushti nawab	Roman Urdu
meri personal research k mutabiq possible hi nahi k imrankhan pakistan main changing le ae aur afganistan boarder pe bat krne se phle to 1000 soch lena chaye tha ye army se chiter khae ga	Mixed
naye pakistan mein sab kuch purana kyun lag raha hai electionpakistan2018 nayapakistan	Roman Urdu
abidifactor and waseem akhtar was from jamat e islami right waisey aaj kal kahan hein mayor sb siyasiyateemmqm nayapakistan	Mixed
wo toh sukar h ki pti jeet gyi haar jati toh sara gussa hi in celebs pe nikalte	Mixed
urdu ko duniya bhar mai izzat mil gayi cnn aljazeera abtak india isi trah ka name hai some other indian news channels ik channel is video mai hai and kuch deghar channels ny b live telecast kia ye	Mixed
arynewsofficial umeed krty hain k ye halal ki rozi khaengay aur pchli hakoomat ki trha sb kuch halal plus haram kha nhe jaengay nayapakistan	Mixed
mazdaki gulbukhari pata nahi aap sub log kya chahte ss se ab wo pmln workers ko kahe k ghar se jo milta hai marne k liye le aao or yalgaar kar do pakistan ki sarko pe adayla jail pe attack ker do ghq khatam ker do come on be mature now ss ne punjab de	Mixed
ismailqureshi40 ohhh phr tu khi or lahore dono mushkil seat hn yaha mqm wapis le legi	Mixed
islamabad punjab me hukomat sazi k hawalay se jald khushkhabri den gay pti naeem ul haq pmln ka punjab me 23 azad arkan ki himayat ka d	Roman Urdu
for pmln supporters mehnat ker hassad na ker	Roman Urdu
sadiakhan002 aab iss mei pti ka kasur toh na howa na bibi yeh toh mqm ko chahiyae thaa turn out ziada rakhtay	Roman Urdu
awaisify ammarashraf na me mqm k anai sai aram se pure hugue hen bhai bap k sath ham balochistan me hakumat me h	Roman Urdu
iamhamzaabbasi alhamdolellah allah hamay ye khushi naseeb karaye aur ik ki hifazat farmaye aur ik ko sahi faisla kerne ki taufeeq de	Roman Urdu
facebook par dubara vote ginti par saray pmln jeet gay pti har gai ab tu kush ho jao	Roman Urdu
and here you go bismilah nayapakistan	Roman Urdu
mumairbutt15 or ager main pmln ya pti se hota to jo itny din se ap log group main karty hon main ap ko bolta main	Mixed
yaar woh actually aisa mehsoos ho raha hai ke shayad phir se dilwale dulhaniya le jayen gay aur sab dekhte reh jayenge	Mixed
teri to away bhe nh aini chiye mqm ko zalil kardiya ha bht bol raha tha to	Roman Urdu
imrankhanpti dehshtgardi khatam karo imran khan sahab ab apko naya pakistan banana hai i love your party pti	Mixed
duabhuttopti aj sub pti workers jhan ap ke kamyabi per khush h wha rushk bhe kar rhe hn aur shukar bhe k jis ta	Roman Urdu
naddiyyaathar kiya nawazsharif s nay awam ko shaooor nahi diya siyasat ka	Roman Urdu
aakbar84 lahore mein 4 5 seats lena aisay hai jaisey larkana mein koi outsider jeet jaye it s big achievement for pti	Mixed
aajkamrankhan jnab app logo ki b talashia li jay gi ab apko qarzy yad agy baki hakoomat mai ye topic q discuss ni hotay thay	Mixed
mera zaati khyal hn ik wo seat rakhe jo sab se mushkil se hasil ki hn	Mixed
shukria tamam sathiyon voters pti workers aur saif ullah biradran ka dilli shukria ada karta hon ishfaq ahmad khan mina khel	Mixed
imran khan ka hua pakistan imran khan emerge out as new king khan of pakistan pakistanelection2018	Mixed
mqm say b milay ga meray khayal mein jktfanclubb ess per zara lite dalay	Mixed
total count could be 17 just wait oh my god oh my god	English
salmanaraja pti nahi join karni chahiye kiun k next time karachi se bilkul khatam hojaey gi	Mixed
electionpakistan2018 imran khan sb aa nai rhay aa chukay hain	Mixed
saiq ch1 jo dam ky sms py logo sy 10 10 ruppe liye hein unee sy bnay ga nayapakistan	Roman Urdu
mujhe tu jahangirktareen he khalai makhlooq lagta hai mpa sy bhara jahaz lay kr jaa rha hai	Roman Urdu
dani auditor10 fazeelkazmi teamsarwar dono mpa pti jeti hai mna kese har gya	Roman Urdu
arysabirshakir arif sahab is 100 right about mqm jb aap ungli pakratey han to samne wala kalai tk pinch jata ha	Mixed
ye hota ha sirf au sirf khan aur pti ke name pe vote dalna	Roman Urdu
umarcheema1 voh pm bhi ban gaya aur pti bhi jeet gai but tum jaise sahafti dallal aur kanjar ki aulad expose ho gai	Mixed
bhai iss dafa hum nay election kaha lara hum toh larai kar rahay hain	Roman Urdu
o yeahhhhh like seriously khan to khan hai naaaa primeministerimrankhan	Mixed
ap tu pti se janon ki had tak pyar krti hain ap ki doa ap k tweets rang ly aye hain meri b khushi ki inteha nhi	Roman Urdu
te bote main tu kah raha ho ik ko nai lena chahiye qaatil land grabbers ko pata nai kyu mqm k pass arahe hain	Mixed
ap ke dua qabool hogye prime minister imran khan imrankhan primeministerimrankhan	Mixed
pmln ka sargodha me clean sweep complete ho gaya	Mixed
talha ne pti k jeetny ki treat bhi deni ae abhi	Mixed
hamara b pm handsome hoga hamy bhi canada wli feel aye gi primeministerimrankhan	Mixed
last time ye pyar pti ki haar mein kahin ojhal ho gaya tha	Mixed
rafi aaa per cm ka lye jor tor kar raha mushkal ha ka pti ka cm ajaya	Mixed
abbtakk pti ki zayda seats han pti ny pmlq ki wja say umadwar khry ni kye smjo wo b pti ki seats han total mila kr	Mixed
yar punjab assembly mein jab tak yeh agy hain tab tak samjh pti kay liye mushkil he hai	Mixed
hinaparvezbutt madame plz pti ko hakumat karnay dain one election party hay	Mixed
mqm crying rigging hogaye thappay nahi laganay diye recounting kero hum govt main nahi arahay allah ki shaan hai dekho bol kaun raha hai	Mixed
imrankhanpti itna b harsh nahi hona chahyay govt ko zaib nahi deta hath hola rakhna parta hai g	Roman Urdu
mujhy pm house mai rehty huwy sharam ayegi is liye pm house ko school mai tabdeel karengy ta kay bachon ka faida ho ik	Roman Urdu
sujawal ps 75 shah hussain ppp 61407 m ismail mma 7358 najaf ali khan 2905 mukhtiar ali 1833 najf ali1776 nazir	Roman Urdu
mannimalik86 bilamian haroon natamam humara mulak hai bhai hum ap logo kee tarah thori hain chahay humay khud sastay mattress pay so	Mixed
after few month army hame kaam karne nahi de rahi jii sab mile hue hai	Mixed
no biryani khana is better than everything uss ka aur pti fans se behas karne ka koi comparison nahi	Mixed
pti nay lahore me karachi se ziyada votes liye han	Roman Urdu
electionresults wazir e azam pakistan imran khan ya allah tera shukkar hai	Mixed
bushraamanika khair mubarak or apko bhi buhat buhat mubarak ho mazeed dua ki darkhuwast hai ap se ik k liye or behter pakistan k liye	Roman Urdu
umertariiiq pehle bhi pmln hi ki thi	Roman Urdu
rok sako tu rok lo nawazz ganjy ki expire date ayi re imrankhanpti electionpakistan2018 imrankhanpm imrankhan	Mixed
ik nay 4 halkay kholnay ka kaha tha ager man jatay us time tu aj 4 ander tu na hotay maryamnsharif	Roman Urdu
highratedgabruu muhamma86180649 kuch log nooni gund oo hotay hain jinhain yeh nazar nahi aata kay main mqm ki baat kar raha tha	Mixed
ranjha001 wabbasi007 what abt pti at top nhe hazam ho rhi pti at top hahaha haq haq lolz lolz	Mixed
primeministerimrankhan this hashtag makes me smile	English
talathussain12 ohe taxi ke bachay jitnay ka shok hay pti taxi ke bacho toh apnay bal botay pe jita karo dalo	Mixed
klasrarauf i think sir g jo raat ko jo election result mai dair hoey hai ic ka muqsid pmln ko kuch halky deny thy	Mixed
ye toh nahi ho raha bai	Roman Urdu
aaditweetz lol is ko karachi ki behtri se koi matlab nahi hay sirf bughz e pti hay	Roman Urdu
pmln ko chayie ke sb kuch bulha kr is munafiq awam ke itne help kry k 2023 tk koi munafiq baki na rhy	Mixed
udarofficial mera khud ka guess tha ke pti inshallah 135 140 seats le gi lanat ns ki bakiyat par	Mixed
thanx to allah first in bahawakpur pti win pp 246	Mixed
indiatoday deko kanjaro pakistan will always be united nayapakistan imrankhan pakistanelections2018	Mixed
anaulhaq galay ka taooq ban jay ga ik k lea but no issue ly lo ek or u turn	Roman Urdu
aye aye pti khan sahab aap cha gaye	Roman Urdu
baji sa jalnay ki smell aa rhi	Mixed
nadeemmalik inshallah pti he markaz aur punjab mai hukumat banayae gii	Roman Urdu
mubashirzaidi karachikabasi which one kashmir burhanwani javedmiandad pti massiverigging	Mixed
rehamkhan1 aj mn 85 bar kh rha hon ek din ap ko ik ki jealousy mar daly gi	Mixed
pehli bar imran khan ka darzi shadi ke bajaye wazir e azam ki sherwani siyee ga electionresults2018	Mixed
jhang mein pti ka clean sweep jhang ki awam ne pti ko welcome kia ha	Mixed
yeh hota hai leader primeministerimrankhan	Mixed
nawaz sharif is not going to wake you up sleeping beauty	English
chalo acha aaj bhai jaan p k tun nai hain to sach bol hee dia primeministerimrankhan	Mixed
maham zaini arifhameed15 besharam ourat shangila sy mma ka banda jeeta anp walay ny recounting ka kaha achakzai ko mma k banday n haraya dhandli na 74 s 5 ballet box milay pti ny uthaye 131 m taza taza cholla dubara farigh hva ha dhandlii	Mixed
nawaz to imran khan mere baad kis ko sataogy electionpakistan2018 primeministerimrankhan nawazshairf	Mixed
electionresults2018 pakistan ko mubarak imrankhanpti jeet geya wazireazamimrankhan	Mixed
ab nhi to kab hum nhi to kon ab nhi to kabhi nhi absirfimrankhan primeministerimrankhan imrankhanpti	Mixed
rehamkhan1 madam ab ap ik pr aisi statement na dain	Mixed
bhutto abhi bhi zinda ha yah is sharmindagi se marr gyaa	Roman Urdu
ali muhammadpti likin ye apko nahi ik ko pary hn	Roman Urdu
burhan fawad ye kya py ho rai ha	Mixed
sobuhisays waisay bhi karachi waalu ki respect may ab bohat ziada karta unhay nay pti ko jataya	Mixed
imlazyaf idgafdafa zartaj gull hy bahi pti ki mpa	Roman Urdu
imranriazkhan 1 or n league k karkun ne pti join kr li	Mixed
pmlsadia sardarzaidpmln inshallah leader pmln	Mixed
aftabiqbai sir abhi ek campaign pti ki taraf se bhi chlni chahiye vooters ko izzat do jis ne pti ko apne liye muntkhib kiya	Roman Urdu
bolnetwork hahahahaha ye kia drama hai yaarrr na may pmln ka supporter hun na pti ka magar jab aik halkay may gint	Mixed
mujhey allah se umeed hei dua hei jis kanjer k bachey ne is puppy ko goli mari pti flag daal ker wo aur iska poora	Mixed
sumetasyed choona lag gaya psp wallo ko mqm kuch izzat ot thyy apki ab kia karen gy app	Roman Urdu
ami keh rahi hain beta dahi le ao or mjhe smjh nahi a rahi kesay jaon mjhe to naye pakistan ke rastay bhi nahi atay nayapakistan	Roman Urdu
phele tuo maafi mangain jeep tuo zero per gae aur pmln ke b ziyadah aye	Mixed
juhimoin tariqjavedf g aysa hi hai allah imrankhan ko salamat rakhe	Roman Urdu
mqm pti kay sath hogi par kosish ki jasakti hai	Roman Urdu
imrankhanpti g bilkul jo nayapakistan dikhaya gya tha ab usy bna k dikhana pry ga imrankhanpti	Roman Urdu
waqt waqt ki baat hy zafar sahb ik baar phir se urooj aygaa	Roman Urdu
pti k flag ki wja say ap thri thek e lag rhe ho	Roman Urdu
asaan angrezi main samjha dain	Roman Urdu
electionresults2018 ab sary qadyani gardar modi kutty ky yar chor daku tiyar rhain hmny inki chamri utarni hy sai	Mixed
aik masoom sawal ab 4 logon k faisla man na hy ya awaan ka electionresults primeministerimrankhan	Mixed
imrankhanpti imran khan sahb ab statement me chairman of pti ki jagah pm of pakistan likh le congratulations imrankhanprimeminister	Mixed
jo figures de rahy hain pury pakistan ne pti ko jo vote diye us se ziada lahoriyon k akele k bn rahy	Mixed
pmln ko kon hara sakta hai sab mile hue hain imran k sath to pmln kese jeet sakti thi pmln peeche hai is sab	Roman Urdu
pti mqmpakistan nayapakistan	Roman Urdu
pml n ko leagel fight zaroor karni chayie wo bi sab halqo ny her hadh tak jana chayie sab samny ajyie ga	Mixed
sdqjaan shkhrasheed azmatmalic bhai inn naamo m bilawal aur mqm ko bhi shamil karlete ho acha tha	Mixed
iamziabhat imrankhanpti ap general zia ho k ik ko sode ker rahay hein	Roman Urdu
